SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AXISBPSETF,EQ,10.09,10.11,10.07,10.11,10.11,10.08,8427,85074.43,18-MAY-2021,43,INF846K01Z04,
AXISBPSETF,EQ,10.11,10.12,10.09,10.11,10.11,10.11,10485,105916.84,19-MAY-2021,52,INF846K01Z04,
AXISBPSETF,EQ,10.41,10.41,10.09,10.12,10.12,10.11,126071,1275801.34,20-MAY-2021,99,INF846K01Z04,
AXISBPSETF,EQ,10.42,10.42,10.1,10.13,10.14,10.12,1206355,12225265.95,21-MAY-2021,159,INF846K01Z04,
AXISBPSETF,EQ,10.13,10.14,10.12,10.14,10.14,10.13,80000,810817.04,24-MAY-2021,149,INF846K01Z04,
